symbol,timestamp,author,text,engagement,composite_score,positive_count,negative_count
TSLA,2024-01-07T04:48:00,user_1_1122,$TSLA Just bought more. Holding long term! 💎,163,1.0,2,0
TSLA,2024-01-07T09:36:00,user_2_1122,$TSLA down today but I'm not worried. Strong company,239,0.0,1,1
TSLA,2024-01-07T14:24:00,user_3_1122,$TSLA took a hit. Market volatility 📉,162,-1.0,0,1
TSLA,2024-01-07T19:12:00,user_4_1122,$TSLA beat expectations again! To the moon! 🌙,187,0.0,0,0
TSLA,2024-01-08T00:00:00,user_0_1123,$TSLA Bearish for now. Waiting for better entry,439,-1.0,0,1
TSLA,2024-01-08T04:48:00,user_1_1123,$TSLA my top pick. Undervalued imo,28,0.0,0,0
TSLA,2024-01-08T09:36:00,user_2_1123,$TSLA why is it down so much? overreaction,400,-1.0,0,1
TSLA,2024-01-08T14:24:00,user_3_1123,$TSLA Sold my position today. Taking profits,204,0.0,0,0
TSLA,2024-01-08T19:12:00,user_4_1123,$TSLA mooning! 🚀📈 Love this stock!,150,1.0,3,0
TSLA,2024-01-09T00:00:00,user_0_1124,$TSLA is looking bullish! 🚀 Great earnings report today,280,1.0,2,0
TSLA,2024-01-09T04:48:00,user_1_1124,$TSLA Just bought more. Holding long term! 💎,11,1.0,2,0
TSLA,2024-01-09T09:36:00,user_2_1124,$TSLA down today but I'm not worried. Strong company,398,0.0,1,1
TSLA,2024-01-09T14:24:00,user_3_1124,$TSLA took a hit. Market volatility 📉,65,-1.0,0,1
TSLA,2024-01-09T19:12:00,user_4_1124,$TSLA beat expectations again! To the moon! 🌙,135,0.0,0,0
TSLA,2024-01-10T00:00:00,user_0_1125,$TSLA Bearish for now. Waiting for better entry,356,-1.0,0,1
TSLA,2024-01-10T04:48:00,user_1_1125,$TSLA my top pick. Undervalued imo,481,0.0,0,0
TSLA,2024-01-10T09:36:00,user_2_1125,$TSLA why is it down so much? overreaction,310,-1.0,0,1
TSLA,2024-01-10T14:24:00,user_3_1125,$TSLA Sold my position today. Taking profits,251,0.0,0,0
TSLA,2024-01-10T19:12:00,user_4_1125,$TSLA mooning! 🚀📈 Love this stock!,470,1.0,3,0
TSLA,2024-01-11T00:00:00,user_0_1126,$TSLA is looking bullish! 🚀 Great earnings report today,306,1.0,2,0
TSLA,2024-01-11T04:48:00,user_1_1126,$TSLA Just bought more. Holding long term! 💎,1,1.0,2,0
TSLA,2024-01-11T09:36:00,user_2_1126,$TSLA down today but I'm not worried. Strong company,319,0.0,1,1
TSLA,2024-01-11T14:24:00,user_3_1126,$TSLA took a hit. Market volatility 📉,303,-1.0,0,1
TSLA,2024-01-11T19:12:00,user_4_1126,$TSLA beat expectations again! To the moon! 🌙,347,0.0,0,0
TSLA,2024-01-12T00:00:00,user_0_1127,$TSLA Bearish for now. Waiting for better entry,473,-1.0,0,1
TSLA,2024-01-12T04:48:00,user_1_1127,$TSLA my top pick. Undervalued imo,51,0.0,0,0
TSLA,2024-01-12T09:36:00,user_2_1127,$TSLA why is it down so much? overreaction,364,-1.0,0,1
TSLA,2024-01-12T14:24:00,user_3_1127,$TSLA Sold my position today. Taking profits,156,0.0,0,0
TSLA,2024-01-12T19:12:00,user_4_1127,$TSLA mooning! 🚀📈 Love this stock!,111,1.0,3,0
TSLA,2024-01-13T00:00:00,user_0_1128,$TSLA is looking bullish! 🚀 Great earnings report today,92,1.0,2,0
TSLA,2024-01-13T04:48:00,user_1_1128,$TSLA Just bought more. Holding long term! 💎,69,1.0,2,0
TSLA,2024-01-13T09:36:00,user_2_1128,$TSLA down today but I'm not worried. Strong company,129,0.0,1,1
TSLA,2024-01-13T14:24:00,user_3_1128,$TSLA took a hit. Market volatility 📉,80,-1.0,0,1
TSLA,2024-01-13T19:12:00,user_4_1128,$TSLA beat expectations again! To the moon! 🌙,37,0.0,0,0
TSLA,2024-01-14T00:00:00,user_0_1129,$TSLA Bearish for now. Waiting for better entry,103,-1.0,0,1
TSLA,2024-01-14T04:48:00,user_1_1129,$TSLA my top pick. Undervalued imo,210,0.0,0,0
TSLA,2024-01-14T09:36:00,user_2_1129,$TSLA why is it down so much? overreaction,144,-1.0,0,1
TSLA,2024-01-14T14:24:00,user_3_1129,$TSLA Sold my position today. Taking profits,487,0.0,0,0
TSLA,2024-01-14T19:12:00,user_4_1129,$TSLA mooning! 🚀📈 Love this stock!,89,1.0,3,0
TSLA,2024-01-15T00:00:00,user_0_1130,$TSLA is looking bullish! 🚀 Great earnings report today,190,1.0,2,0
TSLA,2024-01-15T04:48:00,user_1_1130,$TSLA Just bought more. Holding long term! 💎,73,1.0,2,0
TSLA,2024-01-15T09:36:00,user_2_1130,$TSLA down today but I'm not worried. Strong company,202,0.0,1,1
TSLA,2024-01-15T14:24:00,user_3_1130,$TSLA took a hit. Market volatility 📉,125,-1.0,0,1
TSLA,2024-01-15T19:12:00,user_4_1130,$TSLA beat expectations again! To the moon! 🌙,398,0.0,0,0
TSLA,2024-01-16T00:00:00,user_0_1131,$TSLA Bearish for now. Waiting for better entry,42,-1.0,0,1
TSLA,2024-01-16T04:48:00,user_1_1131,$TSLA my top pick. Undervalued imo,67,0.0,0,0
TSLA,2024-01-16T09:36:00,user_2_1131,$TSLA why is it down so much? overreaction,433,-1.0,0,1
TSLA,2024-01-16T14:24:00,user_3_1131,$TSLA Sold my position today. Taking profits,239,0.0,0,0
TSLA,2024-01-16T19:12:00,user_4_1131,$TSLA mooning! 🚀📈 Love this stock!,14,1.0,3,0
TSLA,2024-01-17T00:00:00,user_0_1132,$TSLA is looking bullish! 🚀 Great earnings report today,422,1.0,2,0
TSLA,2024-01-17T04:48:00,user_1_1132,$TSLA Just bought more. Holding long term! 💎,9,1.0,2,0
TSLA,2024-01-17T09:36:00,user_2_1132,$TSLA down today but I'm not worried. Strong company,346,0.0,1,1
TSLA,2024-01-17T14:24:00,user_3_1132,$TSLA took a hit. Market volatility 📉,401,-1.0,0,1
TSLA,2024-01-17T19:12:00,user_4_1132,$TSLA beat expectations again! To the moon! 🌙,231,0.0,0,0
TSLA,2024-01-18T00:00:00,user_0_1133,$TSLA Bearish for now. Waiting for better entry,289,-1.0,0,1
TSLA,2024-01-18T04:48:00,user_1_1133,$TSLA my top pick. Undervalued imo,38,0.0,0,0
TSLA,2024-01-18T09:36:00,user_2_1133,$TSLA why is it down so much? overreaction,115,-1.0,0,1
TSLA,2024-01-18T14:24:00,user_3_1133,$TSLA Sold my position today. Taking profits,458,0.0,0,0
TSLA,2024-01-18T19:12:00,user_4_1133,$TSLA mooning! 🚀📈 Love this stock!,48,1.0,3,0
TSLA,2024-01-19T00:00:00,user_0_1134,$TSLA is looking bullish! 🚀 Great earnings report today,89,1.0,2,0
TSLA,2024-01-19T04:48:00,user_1_1134,$TSLA Just bought more. Holding long term! 💎,412,1.0,2,0
TSLA,2024-01-19T09:36:00,user_2_1134,$TSLA down today but I'm not worried. Strong company,407,0.0,1,1
TSLA,2024-01-19T14:24:00,user_3_1134,$TSLA took a hit. Market volatility 📉,134,-1.0,0,1
TSLA,2024-01-19T19:12:00,user_4_1134,$TSLA beat expectations again! To the moon! 🌙,271,0.0,0,0
TSLA,2024-01-20T00:00:00,user_0_1135,$TSLA Bearish for now. Waiting for better entry,72,-1.0,0,1
TSLA,2024-01-20T04:48:00,user_1_1135,$TSLA my top pick. Undervalued imo,310,0.0,0,0
TSLA,2024-01-20T09:36:00,user_2_1135,$TSLA why is it down so much? overreaction,373,-1.0,0,1
TSLA,2024-01-20T14:24:00,user_3_1135,$TSLA Sold my position today. Taking profits,365,0.0,0,0
TSLA,2024-01-20T19:12:00,user_4_1135,$TSLA mooning! 🚀📈 Love this stock!,257,1.0,3,0
TSLA,2024-01-21T00:00:00,user_0_1136,$TSLA is looking bullish! 🚀 Great earnings report today,393,1.0,2,0
TSLA,2024-01-21T04:48:00,user_1_1136,$TSLA Just bought more. Holding long term! 💎,241,1.0,2,0
TSLA,2024-01-21T09:36:00,user_2_1136,$TSLA down today but I'm not worried. Strong company,123,0.0,1,1
TSLA,2024-01-21T14:24:00,user_3_1136,$TSLA took a hit. Market volatility 📉,108,-1.0,0,1
TSLA,2024-01-21T19:12:00,user_4_1136,$TSLA beat expectations again! To the moon! 🌙,401,0.0,0,0
TSLA,2024-01-22T00:00:00,user_0_1137,$TSLA Bearish for now. Waiting for better entry,174,-1.0,0,1
TSLA,2024-01-22T04:48:00,user_1_1137,$TSLA my top pick. Undervalued imo,412,0.0,0,0
TSLA,2024-01-22T09:36:00,user_2_1137,$TSLA why is it down so much? overreaction,131,-1.0,0,1
TSLA,2024-01-22T14:24:00,user_3_1137,$TSLA Sold my position today. Taking profits,73,0.0,0,0
TSLA,2024-01-22T19:12:00,user_4_1137,$TSLA mooning! 🚀📈 Love this stock!,253,1.0,3,0
TSLA,2024-01-23T00:00:00,user_0_1138,$TSLA is looking bullish! 🚀 Great earnings report today,352,1.0,2,0
TSLA,2024-01-23T04:48:00,user_1_1138,$TSLA Just bought more. Holding long term! 💎,129,1.0,2,0
TSLA,2024-01-23T09:36:00,user_2_1138,$TSLA down today but I'm not worried. Strong company,160,0.0,1,1
TSLA,2024-01-23T14:24:00,user_3_1138,$TSLA took a hit. Market volatility 📉,377,-1.0,0,1
TSLA,2024-01-23T19:12:00,user_4_1138,$TSLA beat expectations again! To the moon! 🌙,418,0.0,0,0
TSLA,2024-01-24T00:00:00,user_0_1139,$TSLA Bearish for now. Waiting for better entry,445,-1.0,0,1
TSLA,2024-01-24T04:48:00,user_1_1139,$TSLA my top pick. Undervalued imo,443,0.0,0,0
TSLA,2024-01-24T09:36:00,user_2_1139,$TSLA why is it down so much? overreaction,157,-1.0,0,1
TSLA,2024-01-24T14:24:00,user_3_1139,$TSLA Sold my position today. Taking profits,170,0.0,0,0
TSLA,2024-01-24T19:12:00,user_4_1139,$TSLA mooning! 🚀📈 Love this stock!,102,1.0,3,0
TSLA,2024-01-25T00:00:00,user_0_1140,$TSLA is looking bullish! 🚀 Great earnings report today,405,1.0,2,0
TSLA,2024-01-25T04:48:00,user_1_1140,$TSLA Just bought more. Holding long term! 💎,329,1.0,2,0
TSLA,2024-01-25T09:36:00,user_2_1140,$TSLA down today but I'm not worried. Strong company,21,0.0,1,1
TSLA,2024-01-25T14:24:00,user_3_1140,$TSLA took a hit. Market volatility 📉,484,-1.0,0,1
TSLA,2024-01-25T19:12:00,user_4_1140,$TSLA beat expectations again! To the moon! 🌙,486,0.0,0,0
TSLA,2024-01-26T00:00:00,user_0_1141,$TSLA Bearish for now. Waiting for better entry,71,-1.0,0,1
TSLA,2024-01-26T04:48:00,user_1_1141,$TSLA my top pick. Undervalued imo,182,0.0,0,0
TSLA,2024-01-26T09:36:00,user_2_1141,$TSLA why is it down so much? overreaction,95,-1.0,0,1
TSLA,2024-01-26T14:24:00,user_3_1141,$TSLA Sold my position today. Taking profits,441,0.0,0,0
TSLA,2024-01-26T19:12:00,user_4_1141,$TSLA mooning! 🚀📈 Love this stock!,49,1.0,3,0
TSLA,2024-01-27T00:00:00,user_0_1142,$TSLA is looking bullish! 🚀 Great earnings report today,391,1.0,2,0
TSLA,2024-01-27T04:48:00,user_1_1142,$TSLA Just bought more. Holding long term! 💎,79,1.0,2,0
TSLA,2024-01-27T09:36:00,user_2_1142,$TSLA down today but I'm not worried. Strong company,291,0.0,1,1
TSLA,2024-01-27T14:24:00,user_3_1142,$TSLA took a hit. Market volatility 📉,445,-1.0,0,1
TSLA,2024-01-27T19:12:00,user_4_1142,$TSLA beat expectations again! To the moon! 🌙,111,0.0,0,0
TSLA,2024-01-28T00:00:00,user_0_1143,$TSLA Bearish for now. Waiting for better entry,490,-1.0,0,1
TSLA,2024-01-28T04:48:00,user_1_1143,$TSLA my top pick. Undervalued imo,12,0.0,0,0
TSLA,2024-01-28T09:36:00,user_2_1143,$TSLA why is it down so much? overreaction,137,-1.0,0,1
TSLA,2024-01-28T14:24:00,user_3_1143,$TSLA Sold my position today. Taking profits,288,0.0,0,0
TSLA,2024-01-28T19:12:00,user_4_1143,$TSLA mooning! 🚀📈 Love this stock!,400,1.0,3,0
TSLA,2024-01-29T00:00:00,user_0_1144,$TSLA is looking bullish! 🚀 Great earnings report today,84,1.0,2,0
TSLA,2024-01-29T04:48:00,user_1_1144,$TSLA Just bought more. Holding long term! 💎,412,1.0,2,0
TSLA,2024-01-29T09:36:00,user_2_1144,$TSLA down today but I'm not worried. Strong company,420,0.0,1,1
TSLA,2024-01-29T14:24:00,user_3_1144,$TSLA took a hit. Market volatility 📉,305,-1.0,0,1
TSLA,2024-01-29T19:12:00,user_4_1144,$TSLA beat expectations again! To the moon! 🌙,37,0.0,0,0
TSLA,2024-01-30T00:00:00,user_0_1145,$TSLA Bearish for now. Waiting for better entry,31,-1.0,0,1
TSLA,2024-01-30T04:48:00,user_1_1145,$TSLA my top pick. Undervalued imo,379,0.0,0,0
TSLA,2024-01-30T09:36:00,user_2_1145,$TSLA why is it down so much? overreaction,330,-1.0,0,1
TSLA,2024-01-30T14:24:00,user_3_1145,$TSLA Sold my position today. Taking profits,99,0.0,0,0
TSLA,2024-01-30T19:12:00,user_4_1145,$TSLA mooning! 🚀📈 Love this stock!,278,1.0,3,0
TSLA,2024-01-31T00:00:00,user_0_1146,$TSLA is looking bullish! 🚀 Great earnings report today,119,1.0,2,0
TSLA,2024-01-31T04:48:00,user_1_1146,$TSLA Just bought more. Holding long term! 💎,483,1.0,2,0
TSLA,2024-01-31T09:36:00,user_2_1146,$TSLA down today but I'm not worried. Strong company,465,0.0,1,1
TSLA,2024-01-31T14:24:00,user_3_1146,$TSLA took a hit. Market volatility 📉,15,-1.0,0,1
TSLA,2024-01-31T19:12:00,user_4_1146,$TSLA beat expectations again! To the moon! 🌙,226,0.0,0,0
TSLA,2024-02-01T00:00:00,user_0_1147,$TSLA Bearish for now. Waiting for better entry,30,-1.0,0,1
TSLA,2024-02-01T04:48:00,user_1_1147,$TSLA my top pick. Undervalued imo,409,0.0,0,0
TSLA,2024-02-01T09:36:00,user_2_1147,$TSLA why is it down so much? overreaction,152,-1.0,0,1
TSLA,2024-02-01T14:24:00,user_3_1147,$TSLA Sold my position today. Taking profits,17,0.0,0,0
TSLA,2024-02-01T19:12:00,user_4_1147,$TSLA mooning! 🚀📈 Love this stock!,181,1.0,3,0
TSLA,2024-02-02T00:00:00,user_0_1148,$TSLA is looking bullish! 🚀 Great earnings report today,343,1.0,2,0
TSLA,2024-02-02T04:48:00,user_1_1148,$TSLA Just bought more. Holding long term! 💎,172,1.0,2,0
TSLA,2024-02-02T09:36:00,user_2_1148,$TSLA down today but I'm not worried. Strong company,138,0.0,1,1
TSLA,2024-02-02T14:24:00,user_3_1148,$TSLA took a hit. Market volatility 📉,113,-1.0,0,1
TSLA,2024-02-02T19:12:00,user_4_1148,$TSLA beat expectations again! To the moon! 🌙,476,0.0,0,0
TSLA,2024-02-03T00:00:00,user_0_1149,$TSLA Bearish for now. Waiting for better entry,315,-1.0,0,1
TSLA,2024-02-03T04:48:00,user_1_1149,$TSLA my top pick. Undervalued imo,52,0.0,0,0
TSLA,2024-02-03T09:36:00,user_2_1149,$TSLA why is it down so much? overreaction,4,-1.0,0,1
TSLA,2024-02-03T14:24:00,user_3_1149,$TSLA Sold my position today. Taking profits,207,0.0,0,0
TSLA,2024-02-03T19:12:00,user_4_1149,$TSLA mooning! 🚀📈 Love this stock!,389,1.0,3,0
TSLA,2024-02-04T00:00:00,user_0_1150,$TSLA is looking bullish! 🚀 Great earnings report today,59,1.0,2,0
TSLA,2024-02-04T04:48:00,user_1_1150,$TSLA Just bought more. Holding long term! 💎,209,1.0,2,0
TSLA,2024-02-04T09:36:00,user_2_1150,$TSLA down today but I'm not worried. Strong company,412,0.0,1,1
TSLA,2024-02-04T14:24:00,user_3_1150,$TSLA took a hit. Market volatility 📉,466,-1.0,0,1
TSLA,2024-02-04T19:12:00,user_4_1150,$TSLA beat expectations again! To the moon! 🌙,87,0.0,0,0
TSLA,2024-02-05T00:00:00,user_0_1151,$TSLA Bearish for now. Waiting for better entry,188,-1.0,0,1
TSLA,2024-02-05T04:48:00,user_1_1151,$TSLA my top pick. Undervalued imo,385,0.0,0,0
TSLA,2024-02-05T09:36:00,user_2_1151,$TSLA why is it down so much? overreaction,350,-1.0,0,1
TSLA,2024-02-05T14:24:00,user_3_1151,$TSLA Sold my position today. Taking profits,90,0.0,0,0
TSLA,2024-02-05T19:12:00,user_4_1151,$TSLA mooning! 🚀📈 Love this stock!,135,1.0,3,0
TSLA,2024-02-06T00:00:00,user_0_1152,$TSLA is looking bullish! 🚀 Great earnings report today,45,1.0,2,0
TSLA,2024-02-06T04:48:00,user_1_1152,$TSLA Just bought more. Holding long term! 💎,33,1.0,2,0
TSLA,2024-02-06T09:36:00,user_2_1152,$TSLA down today but I'm not worried. Strong company,87,0.0,1,1
TSLA,2024-02-06T14:24:00,user_3_1152,$TSLA took a hit. Market volatility 📉,53,-1.0,0,1
TSLA,2024-02-06T19:12:00,user_4_1152,$TSLA beat expectations again! To the moon! 🌙,188,0.0,0,0
TSLA,2024-02-07T00:00:00,user_0_1153,$TSLA Bearish for now. Waiting for better entry,211,-1.0,0,1
TSLA,2024-02-07T04:48:00,user_1_1153,$TSLA my top pick. Undervalued imo,21,0.0,0,0
TSLA,2024-02-07T09:36:00,user_2_1153,$TSLA why is it down so much? overreaction,415,-1.0,0,1
TSLA,2024-02-07T14:24:00,user_3_1153,$TSLA Sold my position today. Taking profits,427,0.0,0,0
TSLA,2024-02-07T19:12:00,user_4_1153,$TSLA mooning! 🚀📈 Love this stock!,459,1.0,3,0
TSLA,2024-02-08T00:00:00,user_0_1154,$TSLA is looking bullish! 🚀 Great earnings report today,187,1.0,2,0
TSLA,2024-02-08T04:48:00,user_1_1154,$TSLA Just bought more. Holding long term! 💎,226,1.0,2,0
TSLA,2024-02-08T09:36:00,user_2_1154,$TSLA down today but I'm not worried. Strong company,493,0.0,1,1
TSLA,2024-02-08T14:24:00,user_3_1154,$TSLA took a hit. Market volatility 📉,254,-1.0,0,1
TSLA,2024-02-08T19:12:00,user_4_1154,$TSLA beat expectations again! To the moon! 🌙,358,0.0,0,0
TSLA,2024-02-09T00:00:00,user_0_1155,$TSLA Bearish for now. Waiting for better entry,181,-1.0,0,1
TSLA,2024-02-09T04:48:00,user_1_1155,$TSLA my top pick. Undervalued imo,43,0.0,0,0
TSLA,2024-02-09T09:36:00,user_2_1155,$TSLA why is it down so much? overreaction,196,-1.0,0,1
TSLA,2024-02-09T14:24:00,user_3_1155,$TSLA Sold my position today. Taking profits,126,0.0,0,0
TSLA,2024-02-09T19:12:00,user_4_1155,$TSLA mooning! 🚀📈 Love this stock!,265,1.0,3,0
TSLA,2024-02-10T00:00:00,user_0_1156,$TSLA is looking bullish! 🚀 Great earnings report today,412,1.0,2,0
TSLA,2024-02-10T04:48:00,user_1_1156,$TSLA Just bought more. Holding long term! 💎,102,1.0,2,0
TSLA,2024-02-10T09:36:00,user_2_1156,$TSLA down today but I'm not worried. Strong company,125,0.0,1,1
TSLA,2024-02-10T14:24:00,user_3_1156,$TSLA took a hit. Market volatility 📉,73,-1.0,0,1
TSLA,2024-02-10T19:12:00,user_4_1156,$TSLA beat expectations again! To the moon! 🌙,295,0.0,0,0
TSLA,2024-02-11T00:00:00,user_0_1157,$TSLA Bearish for now. Waiting for better entry,351,-1.0,0,1
TSLA,2024-02-11T04:48:00,user_1_1157,$TSLA my top pick. Undervalued imo,411,0.0,0,0
TSLA,2024-02-11T09:36:00,user_2_1157,$TSLA why is it down so much? overreaction,472,-1.0,0,1
TSLA,2024-02-11T14:24:00,user_3_1157,$TSLA Sold my position today. Taking profits,15,0.0,0,0
TSLA,2024-02-11T19:12:00,user_4_1157,$TSLA mooning! 🚀📈 Love this stock!,310,1.0,3,0
TSLA,2024-02-12T00:00:00,user_0_1158,$TSLA is looking bullish! 🚀 Great earnings report today,392,1.0,2,0
TSLA,2024-02-12T04:48:00,user_1_1158,$TSLA Just bought more. Holding long term! 💎,469,1.0,2,0
TSLA,2024-02-12T09:36:00,user_2_1158,$TSLA down today but I'm not worried. Strong company,67,0.0,1,1
TSLA,2024-02-12T14:24:00,user_3_1158,$TSLA took a hit. Market volatility 📉,113,-1.0,0,1
TSLA,2024-02-12T19:12:00,user_4_1158,$TSLA beat expectations again! To the moon! 🌙,447,0.0,0,0
TSLA,2024-02-13T00:00:00,user_0_1159,$TSLA Bearish for now. Waiting for better entry,317,-1.0,0,1
TSLA,2024-02-13T04:48:00,user_1_1159,$TSLA my top pick. Undervalued imo,294,0.0,0,0
TSLA,2024-02-13T09:36:00,user_2_1159,$TSLA why is it down so much? overreaction,92,-1.0,0,1
TSLA,2024-02-13T14:24:00,user_3_1159,$TSLA Sold my position today. Taking profits,129,0.0,0,0
TSLA,2024-02-13T19:12:00,user_4_1159,$TSLA mooning! 🚀📈 Love this stock!,31,1.0,3,0
TSLA,2024-02-14T00:00:00,user_0_1160,$TSLA is looking bullish! 🚀 Great earnings report today,444,1.0,2,0
TSLA,2024-02-14T04:48:00,user_1_1160,$TSLA Just bought more. Holding long term! 💎,391,1.0,2,0
TSLA,2024-02-14T09:36:00,user_2_1160,$TSLA down today but I'm not worried. Strong company,62,0.0,1,1
TSLA,2024-02-14T14:24:00,user_3_1160,$TSLA took a hit. Market volatility 📉,398,-1.0,0,1
TSLA,2024-02-14T19:12:00,user_4_1160,$TSLA beat expectations again! To the moon! 🌙,434,0.0,0,0
TSLA,2024-02-15T00:00:00,user_0_1161,$TSLA Bearish for now. Waiting for better entry,35,-1.0,0,1
TSLA,2024-02-15T04:48:00,user_1_1161,$TSLA my top pick. Undervalued imo,483,0.0,0,0
TSLA,2024-02-15T09:36:00,user_2_1161,$TSLA why is it down so much? overreaction,96,-1.0,0,1
TSLA,2024-02-15T14:24:00,user_3_1161,$TSLA Sold my position today. Taking profits,84,0.0,0,0
TSLA,2024-02-15T19:12:00,user_4_1161,$TSLA mooning! 🚀📈 Love this stock!,380,1.0,3,0
TSLA,2024-02-16T00:00:00,user_0_1162,$TSLA is looking bullish! 🚀 Great earnings report today,446,1.0,2,0
TSLA,2024-02-16T04:48:00,user_1_1162,$TSLA Just bought more. Holding long term! 💎,469,1.0,2,0
TSLA,2024-02-16T09:36:00,user_2_1162,$TSLA down today but I'm not worried. Strong company,491,0.0,1,1
TSLA,2024-02-16T14:24:00,user_3_1162,$TSLA took a hit. Market volatility 📉,152,-1.0,0,1
TSLA,2024-02-16T19:12:00,user_4_1162,$TSLA beat expectations again! To the moon! 🌙,245,0.0,0,0
TSLA,2024-02-17T00:00:00,user_0_1163,$TSLA Bearish for now. Waiting for better entry,410,-1.0,0,1
TSLA,2024-02-17T04:48:00,user_1_1163,$TSLA my top pick. Undervalued imo,199,0.0,0,0
TSLA,2024-02-17T09:36:00,user_2_1163,$TSLA why is it down so much? overreaction,276,-1.0,0,1
TSLA,2024-02-17T14:24:00,user_3_1163,$TSLA Sold my position today. Taking profits,114,0.0,0,0
TSLA,2024-02-17T19:12:00,user_4_1163,$TSLA mooning! 🚀📈 Love this stock!,60,1.0,3,0
TSLA,2024-02-18T00:00:00,user_0_1164,$TSLA is looking bullish! 🚀 Great earnings report today,187,1.0,2,0
TSLA,2024-02-18T04:48:00,user_1_1164,$TSLA Just bought more. Holding long term! 💎,174,1.0,2,0
TSLA,2024-02-18T09:36:00,user_2_1164,$TSLA down today but I'm not worried. Strong company,15,0.0,1,1
TSLA,2024-02-18T14:24:00,user_3_1164,$TSLA took a hit. Market volatility 📉,28,-1.0,0,1
TSLA,2024-02-18T19:12:00,user_4_1164,$TSLA beat expectations again! To the moon! 🌙,36,0.0,0,0
TSLA,2024-02-19T00:00:00,user_0_1165,$TSLA Bearish for now. Waiting for better entry,243,-1.0,0,1
TSLA,2024-02-19T04:48:00,user_1_1165,$TSLA my top pick. Undervalued imo,101,0.0,0,0
TSLA,2024-02-19T09:36:00,user_2_1165,$TSLA why is it down so much? overreaction,291,-1.0,0,1
TSLA,2024-02-19T14:24:00,user_3_1165,$TSLA Sold my position today. Taking profits,450,0.0,0,0
TSLA,2024-02-19T19:12:00,user_4_1165,$TSLA mooning! 🚀📈 Love this stock!,426,1.0,3,0
TSLA,2024-02-20T00:00:00,user_0_1166,$TSLA is looking bullish! 🚀 Great earnings report today,326,1.0,2,0
TSLA,2024-02-20T04:48:00,user_1_1166,$TSLA Just bought more. Holding long term! 💎,23,1.0,2,0
TSLA,2024-02-20T09:36:00,user_2_1166,$TSLA down today but I'm not worried. Strong company,363,0.0,1,1
TSLA,2024-02-20T14:24:00,user_3_1166,$TSLA took a hit. Market volatility 📉,227,-1.0,0,1
TSLA,2024-02-20T19:12:00,user_4_1166,$TSLA beat expectations again! To the moon! 🌙,393,0.0,0,0
TSLA,2024-02-21T00:00:00,user_0_1167,$TSLA Bearish for now. Waiting for better entry,30,-1.0,0,1
TSLA,2024-02-21T04:48:00,user_1_1167,$TSLA my top pick. Undervalued imo,447,0.0,0,0
TSLA,2024-02-21T09:36:00,user_2_1167,$TSLA why is it down so much? overreaction,29,-1.0,0,1
TSLA,2024-02-21T14:24:00,user_3_1167,$TSLA Sold my position today. Taking profits,70,0.0,0,0
TSLA,2024-02-21T19:12:00,user_4_1167,$TSLA mooning! 🚀📈 Love this stock!,326,1.0,3,0
TSLA,2024-02-22T00:00:00,user_0_1168,$TSLA is looking bullish! 🚀 Great earnings report today,302,1.0,2,0
TSLA,2024-02-22T04:48:00,user_1_1168,$TSLA Just bought more. Holding long term! 💎,122,1.0,2,0
TSLA,2024-02-22T09:36:00,user_2_1168,$TSLA down today but I'm not worried. Strong company,319,0.0,1,1
TSLA,2024-02-22T14:24:00,user_3_1168,$TSLA took a hit. Market volatility 📉,397,-1.0,0,1
TSLA,2024-02-22T19:12:00,user_4_1168,$TSLA beat expectations again! To the moon! 🌙,29,0.0,0,0
TSLA,2024-02-23T00:00:00,user_0_1169,$TSLA Bearish for now. Waiting for better entry,313,-1.0,0,1
TSLA,2024-02-23T04:48:00,user_1_1169,$TSLA my top pick. Undervalued imo,1,0.0,0,0
TSLA,2024-02-23T09:36:00,user_2_1169,$TSLA why is it down so much? overreaction,99,-1.0,0,1
TSLA,2024-02-23T14:24:00,user_3_1169,$TSLA Sold my position today. Taking profits,416,0.0,0,0
TSLA,2024-02-23T19:12:00,user_4_1169,$TSLA mooning! 🚀📈 Love this stock!,68,1.0,3,0
TSLA,2024-02-24T00:00:00,user_0_1170,$TSLA is looking bullish! 🚀 Great earnings report today,43,1.0,2,0
TSLA,2024-02-24T04:48:00,user_1_1170,$TSLA Just bought more. Holding long term! 💎,47,1.0,2,0
TSLA,2024-02-24T09:36:00,user_2_1170,$TSLA down today but I'm not worried. Strong company,227,0.0,1,1
TSLA,2024-02-24T14:24:00,user_3_1170,$TSLA took a hit. Market volatility 📉,175,-1.0,0,1
TSLA,2024-02-24T19:12:00,user_4_1170,$TSLA beat expectations again! To the moon! 🌙,435,0.0,0,0
TSLA,2024-02-25T00:00:00,user_0_1171,$TSLA Bearish for now. Waiting for better entry,140,-1.0,0,1
TSLA,2024-02-25T04:48:00,user_1_1171,$TSLA my top pick. Undervalued imo,486,0.0,0,0
TSLA,2024-02-25T09:36:00,user_2_1171,$TSLA why is it down so much? overreaction,272,-1.0,0,1
TSLA,2024-02-25T14:24:00,user_3_1171,$TSLA Sold my position today. Taking profits,308,0.0,0,0
TSLA,2024-02-25T19:12:00,user_4_1171,$TSLA mooning! 🚀📈 Love this stock!,447,1.0,3,0
TSLA,2024-02-26T00:00:00,user_0_1172,$TSLA is looking bullish! 🚀 Great earnings report today,112,1.0,2,0
